Review,Pos/Neg,Correlation
"
I have just returned from this property today and felt compelled to write a review right away, this property is surely worth giving a miss, the staff is ok but the manager is very insensitive. They have no activities in the off season time, and the property is in a deplorable condition, The restaurant smells of mould and has a...
",neg,1.0
"
Had a great trip.....very helpful staff, good food and lovely rooms .....awesome swimming pool....this place really rocked.....loved the djnights by the poolside...perfect second honeymoon. My son loved running around the place.
",pos,1.0
"
I am still at this hotel now..
Since I am a sterling holiday timeshare member and this is their tie up resort I chose to stay here.
It is a peaceful hotel staff is friendly food is good just all what is required is a own or rented vehicle for local commuting as the main road is almost 800 meters...
",neg,0.6
"
I must admit that the hotel was much better then I had expected, especially as some people have written nasty things in the past. In my experience ours was a good stay. The rooms were clean and the bathroom was nice and big. I was most pleased with the location. 500 meters outside of the hotel and you are on...
",neg,0.8
"
We had a Great stay, we many families together got really special service.my aniversary was made speicial by all because of the wonderful personnel.MR TULSIRAM has been very very cooperative in every possible way.I felt very at home. in the setting .
Thanks to all the staff for making our Trip a Very Memorable one
The Trip exceeded our expectations...
",pos,1.0
"
I visited Mussoorie Pine Hill Resort twice in 2 month, Firstly gone with my wife & second time gone with my friends.
Staff is good, when I had gone second time, the grocery shop was closed & we faced little bit difficulty as the things were not available. The resort people charged Rs130 for 2 bottles of water which pinched...
",pos,0.6
"
When I purchased Sterling Holidays membership, at that time I was offered a stay coupon in any sterling resort. I chose Mussoorie Resort to visited in Feb 2014 as it would make a good late winter outing .
Reached hotel amid snow due to previous night snowfall. Staff at helpdesk were hospitable and completed the check-in process quickly. Allotted room...
",neg,1.0
"
Stayed at the resort 6-9 Nov'14. No comments about the resort itself since it is undergoing major reconstruction, expected to last until April'15 at least. However have to compliment the food. The TV did not work during the entire stay. Avoid .the traveldesk's bookings for guided tours- they overcharged us by about 75% ! Much better to talk to the...
",neg,1.0
"
Badly maintained hotel. The hotel staff do not take any effort to clean the surrounding. Lot of dirt and dust found on bathroom grills. The resort looks worn-out. Need to walk down hill to reach the room and the lighting is not enough in the night. Access road to the hotel is very narrow and not user friendly. The food...
",neg,1.0
"
Hotel stay was wonderful, hotel is at perfect location and the staff is very generous. specially the guy in the kitchen, Mr. Pyarelal. Hotel is also very comfortable with all the basic amenities required. One point I would like to mention here is the pathway to the hotel, which is a bit absurd, but hotel can't do much about it....
",pos,1.0
"
very worn down. Though the rooms are spacious it has a lot of renovation to be done. The rooms are walks up and down the hill and was quite tiresome. Definitely a NO for old people and heavy built ones. Service of good but food was not all that good. Because it is on the other end of the hill...
",neg,1.0
"
This has been the worst experience with Sterling property. Booked two weeks ago and yet at the time of check in we had to wait for two hours to get the rooms. The rooms were dirty and the house keeping staff not interested in cleaning. For the first time I have come across a manager from a hospitality industry being...
",neg,1.0
"
Location is great if you like solitude and good views--this place has plenty. Its a long hike to any of the climbing hills in the area, and not easily accessible from to town.
Rooms are a bit dowdy and under-whelming.
The restaurant is pricier than similar food items in town, but they have you over a barrel, so its your...
",pos,1.0
"
I stayed in pine hill in march 2014 with my kids and in laws. The property is a bit away from city over looking a valley. We were given 2 apartments a studio and a one bhk. Both the apartments were over looking the valley. Rooms were nice and clean and furniture was ok. We stayed there for 4 days....
",neg,0.8
"
I stayed there from 16th june to 20th '14 . Following are some pros :
1. Location of the hotel is good.
2. Parking space is there.
Following are some of cons.
1) way to hotel is terrible.
2)Room service & food quality is sub-standard.
3)Too far from Mall road.
4)Barring few rooms , you may be required to climb...
",pos,1.0
"
we with our family stayed one week in this resort from 27th may to 3rd june[room no.307],wonderful view from hill,staff was very nice,executive chef mr.Akilan Jaganathan is very help ful person, he is very nice,staff maha&david are very help full people,
",pos,1.0
"
Our weekend getaway couldn't have been better! Rock perch is located at a vantage point, if you want a relaxed holiday without having to move around much this is THE place to be in. The landscaping is excellent and the flora fauna is a treat for the eyes! The view from this property be it day or night is spectacular....
",pos,1.0
"
The hotel is adjacent to the Lady seat view point, it has excellent view from the rooms. The staffs were very cordial and helpful. the room was neat and tidy. We stayed on 1BHK room which can accommodate 4 adults. There was a balcony attached to the master bedroom where you can chill out and can seat and see the...
",neg,1.0
"
Location is good. View from room was good. The studio room we were given was reaaaally small. We did not like the food. There wasn't any variety in the buffet spread. The placement of Television inside the room was very strange. You would not be able to watch it from your bed. And they cant do anything about it. it's...
",pos,1.0
"
As the name suggests, the resort is perched on a rock face and you can spot it (if the sky is not clouded) from the 5/7th of the 20 hairpin bends that you must negotiate to reach Yercaud town. The hotel is about 3 km from the lake area. From far, the off-white building with rooms neatly stacked on a...
",pos,0.6
"
The resort is extremely Customer focused - the on-site activities were outstanding. The Spa was also very good. Loved doing yoga at 6am and coffee at 7 and explore the property.
The two negatives were - no internet and that was disappointing. Also way to many steps up and down all over......hard for the elderly to walk around the resort....
",neg,0.6
"
We stayed in June last year at Rock perch. Its a good hotel to stay, with a perfect sight seeing from the hotel location. Hotel maintenance and service is really good. As it's season time the mist formation is also nice and we enjoyed the overall stay and trip.
",pos,1.0
"
I stayed in this resort on 28/5/2015 with family in two rooms, both the rooms are old, no cleanliness, the bathroom is not hygiene, rooms service is very very slow, they take min 50-60 mins to bring food, the renovation is going on, it is not worth the money we pay.
",pos,0.6
"
Had been visited this place 14 years ago and now visited again. The beauty of this Resort is still Intact as they managed to even make it most perfect location for Relaxation. The Rooms are well renovated with all additional facilities. The staff is well supportive and made our stay much more comfortable.
",pos,1.0
"
Excellent location, beautiful view from Yercaud and well maintained. I am member & Visiting sterling after a decade or so with entire family. I am happy with recent upgrades happening with property and across locations. Renovation almost complete so will plan to go again. Best spa as well with well trained person (Sivan) in ayurvedic massage.
",pos,1.0
"
The stay at sterling ooty was very comfortable. The one bedroom apartment was neat and clean and the food and the view was excellent however room service was a bit slow. Special thanks to Mr. Samrat who went out of the way to ensure that our stay was comfortable and made us feel at home. Overall an excellent experience and...
",pos,1.0
"
Excellent property with amazing view The property is nestled in the serentiy of beautiful hills. The staff is extremely welcoming and nice and took care of us. The rooms are nicely done and newly renovated.The food quality and the buffet spread was nice. The house keeping was well and rooms were clean. Special mention to two members of the staff...
",pos,1.0
"
I stayed at this resort for 3 days on an vacation with my family.It was an pleasant and memorable stay which gave me an WOW experience.Especially my special Thanks to House keeping department where they went out their way and did my needs.Especially Mr.Vincent who was very energetic and without any request my room amenities gets replenished and my room...
",pos,1.0
"
Have stayed for two night as part my holiday trip and team made our stay so comfortable and memorable ..special appreciation to the housekeeping team for their effort and courteous who are the asset of the property as the maintained in well manner ..Convey my thanks to the team ...
",pos,1.0
"
I am a sterling member visited fernhill last week with family rooms was excellent could see a huge change in quality and particularly staffs service was excellent and very friendly front office staffs Mr Kamal and Mr Dennis was really informative they explained about sight seeing and even about food discounts in resort, very friendly Hats off u both, will...
",pos,1.0
"
My 1st visit to sterling with my family and kids. Had a great time. Kids also enjoyed a lot. A special thanks to SAMRAT for making our stay an even better one. Service and stay was awesome with lot of activities for children and grown ups. Great place to enjoy and relax.
",pos,1.0
"
Had a very pleasant and enjoyable stay nestled in the lap of Nilgiri Hills for four night in late April! The Premiere Suite we were allotted was very spacious and had a breathtaking view of the valley beyond and was a great relaxing experience! The hotel staff from the valet to the cleaning staff, without exception, were all very helpful...
",pos,1.0
"
We are family of 2 and kids visited ooty this summer and found an awesome experience.Staff are good and professional.Mr.Nandy specially take us round and make our stay memorable.Food at The Fern is excellent and thanks to Mr.Gunjan.We enjoyed our stay in summer where like to visit again.
",pos,1.0
"
Excellent Lobby and reception been there in Business Meet. Excellent Resorts and next to farming Land. Night life at resort was excellent.Food and Rooms are excellent. Service part too excellent. Want to visit Queen of Hills is OOTY and Stay Must be at Fern Hills
",neg,0.8
"
was there this summer
hotel looks good in pics but very bad hotel I ever seen.
very small rooms with no ventilation.
food and service was worst.
toilets not clean
overall totally bad hotel
I will suggest better to book other hotel
",neg,1.0
"
i stayed on a business trip for one night in sterling yelagiri. fentastic service by tje hotel, even though they had no internet in the room, they went extramile to help me attend a video conference in their office. fecilities are excellent for a holiday stay with family and the restaurent is very high quality food. i would definitely likebto...
",pos,1.0
"
Nestled amidst the Yelagiri Hills, Sterling Resorts Marigold Ridge is the best place for one to relax and unwind. Very well maintained, clean , rooms are good. There is an electric kettle, tea, coffee and sugar sachets are there, we can make our own coffee or tea. Room service is also there.
Lot of open places, and cool, chill winds...
",pos,1.0
"
We were looking for a weekend getaway not more than 3 hours from bangalore as we were traveling with two young children. Yelagiri sounded ideal..and we booked MariGold Ridge after some research on tripadvisor. We were skeptical of how the place would turn out...but it was a very comfortable and happy stay. The kids enjoyed themselves swimming and playing the...
",pos,1.0
"
The Resort is an excellent place to stay. The staff is very good. We started from bangalore around 9:00 am and reached at 11:45 am.
We were welcomed with Ice tea and then we moved to our room facing swimming pool. The room was clean and tidy, it has a balcony that open towards the back of the building, where...
",pos,1.0
"
Vaithiyanthan Pandian, Salem first time tried yelagiri Mari Gold very nice experience we never had so far. The front office persons were so attentive in making the guest most comfortable the rooms were really good especially the food is awsome we enjoyed most. we spent the whole day in the resort itself and neve
",pos,1.0
"
This is my second trip to Yelagiri, I know there is no much places to visit and we came just to enjoy the climate and spend the weekend. I got a good deal from goibibo for a superior room and we booked couple of them.
As soon as reached the hotel we were welcomed with a nice ICE tea (it...
",neg,0.6
"
The place Yelagiri doesn't have more than a day worth places to visit. Therefore don't plan a stay for more than 2 days over here. The Resort is an excellent place and truly a games centre for children. The children keep themselves really busy with the help of Swimming pool, Indoor games and outdoor games. Food out here at the...
",neg,1.0
"
Vaithiyanthan Pandian, Salem
first time tried yelagiri Mari Gold very nice experience we never had so far. The front office persons were so attentive in making the guest most comfortable the rooms were really good especially the food is awsome we enjoyed most. we spent the whole day in the resort itself and never tried to go out . i...
",pos,1.0
"
We arrived at Marigold ridge and were given a very warm welcome.The room was huge and well-furnished and had all one would need to unwind.The glass doors opened into a compact verandah .Good design!The complex had a swimming pool,Entertaintment Centre,Outdoor Trek ,Karaoke,Programs,Games &these were updated each day on the Reception Board so that customers could participate in their field of...
",pos,1.0
"
Comfortable rooms with good activities for kids. Rooms were quite spacious and kids have enough activities to play around. Pool and water fall also deserve a mention. Surroundings are good and the staff took good care. Good for a weekend stay.
",neg,1.0
"
We family of 4 person stayed in the resort from Dec 14th to 17th. My family had very good experience in the resort and the supporting staff was very cooperative. Overall we had a good experience. Location of the hotel is excellent giving a great view of the town from the hotel, even from the rooms. Entrance is very beautiful...
",pos,1.0
"
Sterling stay was very comfortable. city and scenic view from hotel was very beautiful.. my family had very good experience in hotel and the supporting staff was very cooperative. overall it was good experience . Thank you.
",neg,0.8
"
Booked the resort while i was near mysore for check in 24th November 2014, i.e. same day check inn. Got the reaervation without any hassles. Checked into the resort at 4.30 p.m. Was initally put up in the 2nd floor in room 434. The room was good. The next day i happen to meet Mr. Shridhar, Resort Manager and informed...
",neg,1.0
"
Its a good and hygienic hotel in ooty...hotel staff have done excellent and friendly service. .. my family had a best experience in hotel.. we can have a view point of city from inside of hotel room only....
",pos,1.0
"
Sterling make my holiday very happy and make me very impressive. The city view at hotel is very cute.Totally a memorable moment. Also travel desk is very helpful.Sterling make me a friendly approach thank you.
",pos,1.0
"
We (me, wife and my daughter 3 years old ) checked in the hotel on 21 Nov 2014 for a stay of 2 nights. The reception personnel were friendly and courteous. we were given a welcome herbal tea and warm towel to refresh ourselves before checking in.
it was a surprise to us with our rooms upgraded from studio to...
",neg,0.8
"
I stayed the hotel with my family lost week in two nights. Very well placed, lovely hotel,
the location was perfect, central of city and convenient.
Great service but no wifi.housekeeping also well.perfect stay...
",neg,0.6
"
location of the hotel is excellent giving a great view of the town from the hotel, even from the rooms. entrance is very beautiful with many many flowers. it is clean, well maintained. hospitality, particularly of the restaurant persons are really recommendable. i would like to visit the resort again.
",pos,1.0
"
Hi,
Everything was perfect but faced some problems on 1st day early in the morning because of water heater and it was solved quily so no issues for that.... Hotel location was perfect superb view from window.... Breakfast and dinner was very tasty.... good corporation from staff......
Overall it was superb and we enjoyed alot....
",pos,1.0
"
A very good place for corporate meetings, for family and even for couples. Rooms are good, service is good, assistance provided is good. Food is also very tasty especially the live kitchen concept wherein you can relish on freshly made dosas, rotis etc. Each and every staff member is dedicated to his work. Overall the stay at this hotel will...
",pos,1.0
"
We stayed in this resort for 3 nights. We took 3 rooms for my family. .It was a great vacation and we are really happy with the resort services but still I would like to recommend a few upgrades. 1st is surely like many have already said that the washrooms need major renovation. .flooring was cracked and shabby..room heating was...
",pos,0.6
"
This summer we had visited manali and Booked in advanced at white mist.rooms are in very bad shape and needed a major renovation.Ambience within room is pathetic,very old furniture and if you pull door's for wardrobe whole wardrobe comes on you.It was raining and room heater which was provided was not in working condition.House Keeping staff is also not good.Bathroom...
",neg,1.0
"
was there for a week with kids and friends had a great time .the food was nice and the staff service was very good and above expectations
the only problem was there was no lift on the back building
but the duplex rooms were nice
",pos,1.0
"
Our stay during the short period was very comfortable. The rooms were spacious and well cleaned. The food was great in taste. the big balcony was surely an add on.
The hospitality of all the staff is also appreciable.
",neg,1.0
"
Very Comfortable Stay at this hotel in Manali and has very comfortable rooms. There are two blocks , one which is the hotel in which the non Sterling members stay where we did and the other block which is more like the service apartment which has an adjoining kitchen is mostly given to the Sterling Members. I would insist that...
",pos,1.0
"
I love to say something....about this resort.
I have discribe amazing experiabce....I realy love to stay this place again and again.....superb experiance amazing hospitality in this resort...I want go that place again and again.....
",pos,1.0
"
I chose to stay as this was one of the RCI Gold Crown resort. I did not have great expectations. However surprisingly it provided overall very good experience. Location was good and maintained.I got spacious room with big balcony with wonderful valley view. Food and dining hospitality was good; thanks to Hemant - restaurant in charge. He was personally taking...
",pos,1.0
"
This resort is wonderful n its staff too. Its food is very good n chef too. I m muslim n they made chicken haram(jhakta) but they specially bring hallal chicken for us n serve. Staff member understandes us n gives service best this resort is awesome
",pos,1.0
"
I was given to understand that the Sterling properties in North are better maintained. It is a fact. I was pleasantly surprised by the warm reception an the comfortable stay that was offered when I stayed there in the third week of Apr. Had a wonderful time at the Resort with my Family.
",pos,1.0
"
Stayed for 2 nights, three days in family room. The room and the amenties were average. They arranged for the paragliding which was good. Food is very good but little expensive.
Just note - No swimming in the hotel
",neg,1.0
"
I visited this resort in july 2014. It was an awesome resort..... I should appreciate the kids centre there. But the service was not very good. Food was average but of course costly. But it has large rooms with separate hall and bedroom. I an not satisfied with the bathroom. We could get racket and cork for playing. it was...
",pos,1.0
"
One of the best place away from dust & pollution. worth the money if you are a sterling Holidays member. They give parties, games , camp fire etc etc free of cost. nice ambience.nice location.Not far away from town.
",pos,1.0
"
Stayed here for 3 nights. Some great nights. They have made some renovations and it looks amazing. Interiors are great and hotel is well looked after. Service overall is good and food is simple and nice. Mostly we ate out but breakfast was at the hotel. Must visit for family, couples and friends.
Direct access to lake so a walk...
",pos,1.0
"
We went with family and had a good time. The evening programmes that they have there are interesting. You can also go for trekking activities with prior booking. Once it gets evening dont miss the late evening walk. Their room service is not appreciable. And they also take some time for checking out. Use the recreation hall with your family...
",neg,1.0
"
I have been a Sterling Member since 1991 and have had some good holidays with them and some "" not so good"" holidays too.
Have been to Sterling Kodai before also .. About 12 yrs back and it was an okay visit.
This visit in May end , however was sudden, non planned and was with another family. We were...
",neg,1.0
"
We got a good deal during the off season and we grabbed it right away.
We were little skeptical before going there but after reaching there we were awestruck with the views we got right from the room window.
Food I would not say was great but was satisfactory. Kids had fun with their entertainment room and we had spell...
",pos,1.0
"
Their superior room is really pathetic. Need to go for Deluxe or more .After showing much disappointment and I had to rise my voice to get a good clean deluxe room upgrade.
Dont ever go for their lower basic options with sterling.... This makes me feel that i should never ever signup for their membership by paying lakhs. Coz you...
",neg,1.0
"
I am surprised at the strategic intent of the Sterling management team...They are not only annoying customers y keeping this resort functioning, but demotivating staff as well, which is evident from their frustrated, helpless attitude displayed by them.
The rooms except for one (which has been renovated, which would soon need another renovation), is uninhabitable...peeling paints, stinking washrooms, black coloured...
",neg,1.0
"
sir my stay in sterling valley view was very pleasant though this STERLING property requires maintainance by its owners, The staff was excellent in offering service. THE food was good.
Special Mention Of the guest relation executive MS. MEENAKSHI THAKUR Who Welcomed us warmly, we were a group of 15 AND stayed in KODAI between 1ST and 3RD JUNE. MEENAKSHI...
",pos,0.8
"
best resort f kodai i evr stayd.. Cleanlines,hospitality, evrythn was superb! Xplorng it was... Bonfire,fud al was awesme..Servce nd quality s good.. I wuld recmend tis resort 2 ma frenz.. Home away home is meant 4 sterling resort.. Very hapie wit the pleasant stay
",pos,1.0
"
The hotel staff was really courteous and the food really delicious!!. Service was also good and I loved the ambience too:) We did not have a very clear outdoor view from the windows but the rooms were maintained quite clean.
",pos,1.0
"
We stayed there in June 2014. Had a great time as the resort is new and well furnished,. All the facilities were working properly. Rooms and small and bathrooms are small and basic. However, there is very good cleanliness. Staff is courteous and prompt in their service. Food was mostly buffet which we do not prefer but was very good...
",pos,1.0
"
We stayed here only for one night but enjoyed it. Property is conveniently located and is near to lot of prominent places in Lonavala for sight seeing. Evening was fun with indoor activities and special Karaoke night. They even have enough parking space inside the Hotel. Front office was well trained and restaurant team, Jagdish, Rajkishor, Asif were courteous. Special...
",neg,0.8
"
I booked a studio apartment for 3nights. The room was very small similar to a guest room at karwar. That was the bad point. Other than that the staff of sterling was very courteous. The chef mr Shukla was wonderful. Saikat the housekeeping supervisor was very warm and made us rally feel at home. Wonderful weather and lovely stay. Please...
",pos,1.0
"
This is an average hotel away from city center but near the expressway exit. Rooms are average. Front desk staff are little slow in responding. Food is excellent and restaurant staff is very helpful. Activity area is small and not mush to do there. However if you want to spend one peaceful weekend are willing to let go of luxuries...
",pos,0.6
"
Even though it is coming under Sterling Holiday Resorts, it is a hotel with swimming pool and other facilities. Situated in the outskirts of Lonavala, but only 4 kms away, it is quiet place, but unfortunately our room 211 was very noisy with the air-conditioner not working properly.
They have a restaurant on the roof top also with a good...
",pos,1.0
"
I had been with my family for 2 nights from Aug 29 to 31, it was a free holiday offered by Sterling. We were disappointed when they show us a very small room and told us that they do not have big room in the resort if we require a bigger room than they have arrangement with nearby hotel. we...
",neg,1.0
"
I had been with my family for 2 nights.best place to stay. Room are clean and well maintained thanks to Thomas cook for renovations.well
Maintained parks pools and staff.
Travel desk is so helpful especially mr Balu.helped us from airport pick up ,local trip and drop .
Value for money and pleasant place to stay.
",pos,0.6
"
I stay on aug 18 to 20 for two night with my family very nice room they give me all amenities are good food test is very good but expensive
The location is so far about 3 km from rail/bus stand/market and no auto available
Resort travel desk is so expensive they charge 900 to pickup from railway station it's...
",pos,1.0
"
Overall I felt this was a very decent place to stay, nothing fancy, but nothing major to complain about. The location was good, a little away from the crowd of lonavala yet not too far. The staff were pleasant and did what was asked of them. Even the room dine-in food was quite decent. The quality of the bathrooms was...
",neg,1.0
"
Very far away from the main beach area. So not accessible.
Hence we had to rely on them a lot for transport.
Rooms were very stuffy and needs a lot of maintenance.
Mr.Noor of the catering deportment was very cordial and helpful
",neg,1.0
"
Its been an amazing journey with Sterling Puri Resorts. We have been conducting regular training programs at this picturesque resort & it has been a wonderful experience all throughout. The staff is very helpful & all throughout our numerous stays there, we were well taken care of. The rooms are well-maintained, plush ambience, the food is great...their conference facilities are...
",pos,0.8
"
I am just coming back from that puri resort, i.e. starling Golden Sand Resort.my booking was from 18/09/2014-21/09/2014.i am very sorry to say that it was the worst resort i had ever stayed. The conditions of all the rooms (no. of rooms-5) were unbearably smelly and below standard.the tap of the bathroom was leaking, phone not working (room no. 411).the...
",neg,1.0
"
Sterling Resort is one of best hotel at Puri, Odisha. I enjoyed staying here & whenever my friends come to Odisha, I recommend this hotel due to location & service even though it required some modification.
My Stay was awesome.
Only two suggestions need to focus:- Building renovation & some kind of in-house activities. Apart from this, everything was is...
",pos,1.0
"
At the other side of PURI-----this is just a small mediocre resort which if by any chance anybody reaches there during the monsoon period will definitely enjoy & relax at this beach side establishment.
Crossing city area State road was almost washed out by the fury of sea or the flood caused by the depression & a heavy downpour on...
",neg,1.0
"
I have visited there just before Rathayatra. I stayed for 3 days and found overall stay as terrible for below issues.
1. Rooms were dirty. After several follow up with the staffs I could not make them clean the room.
2. Wifi was not working for us. I am not sure why they were saying that it is not working...
",neg,1.0
"
This is a great place to relax and enjoy your vacation with family. Some tantalising attractions -
1. private beach
2. located - estuary of river and ocean
3. swimming pool
Services -
1. prompt. A separate department to handle all travel needs smoothly.Enjoyed boat ride, city tour and konark visit
2. Our AC didn't work. Immediately I was given...
",pos,1.0
"
Wonderful place to stay. The staff was extremly courteous. Although the room that we checked in was not upto the mark the staff cooperated in shifting is in a better room. The place is wonderfully located and has a private area on the beach. The pool is also beautiful. Clearly an excellent stay.
",pos,1.0
"
Sterling holiday resort has an access to the beach which becomes a sort of private beach to one side and on their left river Bhargav flows into bay of bengal ,so only the guest at sterling holiday resort have the access to that area,ideal place for people who hate crowded beach
Food served is quiet good non oily but breakfast...
",pos,0.6
"
We stayed at the sterling resorts for 3 days...its truly a wonderful world as it states...rooms are nice nd the food..oh! Its excellent....even swimming pool is big nd good...only thng is that there were no activities except of d game room nd also the restaurant service was slow...overall very good experience...THANK YOU for d hospitality
",pos,1.0
"
This is by far one of the best places I've stayed so far. The staff are exceptional and cater to every special request you have. Special mention about Wilfred, March, Maga and Prabha who made this a wonderful stay and a memorable one.!! Kudos to the whole team at Woods N Spice :)
",pos,1.0
"
We , 4 persons (two couples) stayed for one night. We enjoyed the stay with this property which is very close to nature. Good service ,good break fast and wooden rooms which are unique to this resort.
We had booked the resort through cleartrip at very resonable rates.
The Only issue was the price of mineral water bottle which was...
",pos,0.8
"
Located in the city, but quite steep height. Rooms good but hotel is without lift. Not suitable for elderly people. Swimming pool available but not well maintained; full of leaves. Worst part is restaurant which is 40 feet deep; you have to go 70 steps down to take meals & 70 steps again to go to your room. Reception &...
",pos,1.0
"
Excellent location - midst the calm of the trees and forest. Situated fairly close to the Periyar Tiger house. The property is relatively small compared to other Sterling resorts, but is well maintained with friendly staff. Most of the rooms are done up with wood flooring and ceilings, so makes you feel a part of nature itself.! The restaurant was...
",pos,1.0
"
The place is not comparable to Sterling Munnar.. Good location of the property, though the service levels were bit disappointing.. Gives a feeling of staying treehouse at night due to wooden make and forest reserve behind the hotel.
",neg,1.0
"
the sterling resort is a well laid out resort just 4 miles from the tiger reserve. the rooms are beautiful and cosy with timber framework. the outdoors is beautifully landscaped and borders a section of the nearby forest. this can be a match of adventure, thrill and fright at times.
",pos,1.0
"
Room that was given to me was very small as I have a daughter of 4 year old, no space for third person at all. Location of resort was good,here is pool also nice and clean. Breakfast buffet was good but dinner buffet was ok. Not much options for a vegetarian in food. Overall good.
",neg,0.6
"
The best place in Sterling resorts. I went here with my wife , kids and my parents. Enjoyed really well. The pool was very good and me & my son had a very great time there. The rooms were spacious and the view was also good. Food was nice and the service was also good. An enjoyable experience.
",pos,1.0
"
We booked hotel in third week of Feb. Hotel is at nice location, near to Thekkady market. Stay at Hotel is pleasant as there is no noise of traffic. Also food at Hotel is good. Staff is also very cooperative and service quality also also very good. I recommend this hotel whenever any of my friend travel to city.
",pos,1.0
"
Recently visited wood n spice. The location was awesome. Cottage style room, good facility but uncooperative staffs. I think we checked in on wrong day. Water was not clean. No buffet for dinner. And at last staffs don't cooperated at all.
",neg,1.0
"
Was in Villagion - Betalbetim, Goa. Excellent calm and quiet place. ALthought little away from Beach. Very helpful and smiling staff. Reasonably good food quality. Well appointed Rooms were large and cozy. A word of caution if you have problems climbing up 3 floors , ask them to book room on 1st floor. No elevators here !
",pos,1.0
"
It was awesome experience being in Villagio. Staff was very supporive and are serving well.
Being Jain they have provided us with awesome food quality, we loved alot. Special Thanks to Chef who made all dishes Jain for us.
Place is very postive, and will love to visit here again when we will return to Goa for more fun.
",pos,1.0
"
This one is really oven fresh! Here it is...
We visited Villagio in the first week of June and to our surprise it had a good occupancy even at the fag end of tourist season.
Here is a rating (on 5) to help you evaluate:
1. External Housekeeping - 4/5
2. Food - 4.5/5 (Enjoyed it since it was less...
",neg,0.8
"
Had been to Villagio in 2nd week of May. Stayed for 4 days.
The resort is very good. We took room facing swimming pool, room was very spacious and clean.
Overall experience is good. Service was v good and the pool was clean.
One -ve thing is food is too expensive, for one time you have to spend nearly 5000/-...
",neg,1.0
"
Good memorable experience. Staff are extremely good and good food. . Rooms are maintained very well and give a nice view of the village. Walking on the village roads gives your feet a nice massage. Definitely would like to go there again anytime
",pos,1.0
"
Place is good, pool is very neat. Cleanliness is good. Bathroom does not have a Bathtub, that's a minus. Otherwise studio appartments are spacious. Bottled water in room service was very expensive. Staff was very polite and courteous. Shyam Sunder is a good resource:) Taxis are expensive in that area. In fact taxi drivers in Batalbatim do not allow other...
",neg,1.0
"
But otherwise its the place to be when you are a couple going to Goa to chillax
Warm welcome, brilliant service....A little over priced restaurant...but thats ok to shell out when you get everything else at your ease
The only problem is when you need anything outside the resort...you will have to walk down quite a bit to get that...
",pos,1.0
"
Big rooms; Good food, Very good help desk executives, house keeping, room preparation team very poor, standard room facilities provided only after reminders. Very near to beach ( 10 minutes walk). Away from major traffic noise.
",neg,0.8
"
We had stayed at goa villagio sterling resort from 17th May2014 to 21th May 2014. when we entered into the resort we were asked to sit in the lobby sofa in front of reception there is one glass teepoy. the tepoy is made from one olden vessel covered with glass round plate which is unfit and dangerous to children. since...
",neg,0.6
"
Big rooms, good food, nice bar. but goa is more about location. it is far from north as well as south goa. there is nothing at walkable distance. u got to take taxi for each sightseeing. un less you planning to stay mostly in hotel or play casino at panajim all the time :). try to avoid this.
",pos,1.0
"
The hotel is located about 8 kms from the Sariska Forest gate far from the main road hence lot of privacy and greenery around. Within the resort we could see plenty of peacocks and birds. The property is quite good with a nice swimming pool (though full of dust & leaves).
The stay was not at all comfortable as the...
",pos,1.0
"
very shoddy
no frills
poor bar
no security
no night life
",neg,1.0
"
I Had Fun In Sariska Tiger Reserve On 3 October 2009 . The Surroundings Is Very Quiet Which Is Hard To Find In City Life. Though We Couldn't Saw Any Tiger There But Got A Chance To See Beautiful Birds & Animals Like Peacock, Monkeys, Langur, Spotted Deer, Cows, Colourful Birds Etc. Will Suggest To Go By Safari As It...
",neg,0.8
"
Tiger Heaven is located off the main road after a small treck in the forest. It's location is quite hidden from the main city roads, no boards, and lack of presence on the internet means not many travllers reach there. We too happedned to find the place by chance while driving through but were pleasantly surprised by it. It was...
",neg,0.8
"
Very good for a family holiday. Very good staff hospitality and service. Did not do any sightseeing so cannot say about the place and location. Beautiful in the rainy season. All rooms have great views of the greenery around. Comfortable stay. Cleanliness maintained.I found the food was also reasonable as I was expecting to be fleeced on food having read...
",pos,0.8
"
we were a group of 6 with a kid.
We had booked the resort online and were travelling from hospet, it was supposed to take 7 odd hours but due to rain we got delayed, the same information was passed on to the the hotel.
We reached at 10.40 pm hungry exhausted and worn out, the first thing we needed...
",neg,1.0
"
We were in Emerald Bay for one week from end Apr 13. Having read the reviews before, did not have too much of an expectation as such.
Happy to say that the staff at Emerald Bay made our stay a memorable one. We were 6 of us, 3 adults, 1 teenager and 2 kids.
Check-in:
Check-in was a breeze, with...
",neg,1.0
"
Karwar is good small place with good Resort by Sterlings. The entrance lobby is ok. The staff is helping. The rooms are very good and good service. The quality of food is good but should be reasonable. Overall good experience at Emerald Bay.
",pos,1.0
"
We went to Sterling Karwar Emerald Bay for a family vacation on 13 April 2013.Karwar was quite hot & humid at this time. We were welcomed by a ""Welcome Jal Zeera"" drink. On asking for a sea side view room we were allotted a room at 4th floor. The scenery was quite amazing to see both hill and sea together....
",neg,1.0
"
Karwar is a small district HQ with not much bustling. Emerald Bay resort by Sterling comes with a good surprise at such a place. Firstly the staff is very good and cooperative and kudos to the entire team. The Hotel is equipped with a nice small swimming pool, a badminton court a good parking space, a nice restaurant, Spa centre...
",neg,0.6
